Brand Name,Website,Country,Category,Price Tier,API/Affiliate Available,Integration Type,Priority,Source
Alberta Ferretti,albertaferretti.com,Italy,Designer,Luxury,Limited,Manual,Medium,Competitor
Philosophy di Lorenzo Serafini,philosophy.it,Italy,Designer,High,Yes,Affiliate,Medium,Competitor
N°21,n21.it,Italy,Designer,High,Limited,Manual,Medium,Competitor
MSGM,msgm.it,Italy,Designer,High,Yes,Affiliate,Medium,Competitor
Ports 1961,ports1961.com,Italy/Canada,Designer,High,Limited,Manual,Low,Competitor
Pinko,pinko.com,Italy,Contemporary,Mid,Yes,Affiliate,High,Competitor
Liu Jo,liujo.com,Italy,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Patrizia Pepe,patriziapepe.com,Italy,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor
Twin-Set,twinset.com,Italy,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Elisabetta Franchi,elisabettafranchi.com,Italy,Designer,Mid-High,Yes,Affiliate,Medium,Competitor
Rinascimento,rinascimento.com,Italy,Contemporary,Mid,Yes,Affiliate,Low,Competitor
Motivi,motivifashion.com,Italy,Fast Fashion,Budget-Mid,Yes,Affiliate,Low,Competitor
OVS,ovs.it,Italy,Fast Fashion,Budget,Yes,Affiliate,Low,Competitor
Tezenis,tezenis.com,Italy,Intimates,Budget,Yes,Affiliate,Medium,Competitor
Calzedonia,calzedonia.com,Italy,Hosiery,Budget-Mid,Yes,Affiliate,Medium,Competitor
Intimissimi,intimissimi.com,Italy,Intimates,Budget-Mid,Yes,Affiliate,High,Competitor
Yamamay,yamamay.com,Italy,Intimates,Budget-Mid,Yes,Affiliate,Medium,Competitor
Golden Lady,goldenlady.com,Italy,Hosiery,Budget,Yes,Affiliate,Low,Competitor
Wolford,wolford.com,Austria,Hosiery,High,Yes,Affiliate,Medium,Competitor
Marc Cain,marc-cain.com,Germany,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor
Drykorn,drykorn.com,Germany,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Closed,closed.com,Germany,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor
Strenesse,strenesse.com,Germany,Designer,High,Limited,Manual,Low,Competitor
Windsor,windsor.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK
Charlotte Russe,charlotterusse.com,US,Fast Fashion,Budget,Yes,Affiliate,Low,LTK
Bebe,bebe.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK
bebe Sport,bebe.com/sport,US,Activewear,Mid,Yes,Affiliate,Low,LTK
Express,express.com,US,Contemporary,Mid,Yes,Affiliate,High,LTK
The Limited,thelimited.com,US,Contemporary,Mid,Yes,Affiliate,Low,LTK
New York & Company,nyandcompany.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK
White House Black Market,whitehouseblackmarket.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK
Chico's,chicos.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK
Ann Taylor,anntaylor.com,US,Contemporary,Mid,Yes,Affiliate,High,LTK
LOFT,loft.com,US,Contemporary,Mid,Yes,Affiliate,High,LTK
Talbots,talbots.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK
Soft Surroundings,softsurroundings.com,US,Contemporary,Mid-High,Yes,Affiliate,Low,LTK
J.Jill,jjill.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK
Coldwater Creek,coldwatercreek.com,US,Contemporary,Mid,Yes,Affiliate,Low,LTK
Garnet Hill,garnethill.com,US,Lifestyle,Mid-High,Yes,Affiliate,Low,LTK
Orvis,orvis.com,US,Lifestyle,Mid,Yes,Affiliate,Low,LTK
L.L.Bean,llbean.com,US,Outerwear,Mid,Yes,Affiliate,Medium,LTK
Lands' End,landsend.com,US,Contemporary,Mid,Yes,Affiliate,Medium,LTK
Eddie Bauer,eddiebauer.com,US,Outerwear,Mid,Yes,Affiliate,Medium,LTK
Patagonia,patagonia.com,US,Outerwear,Mid-High,Yes,Affiliate,High,Competitor
Arc'teryx,arcteryx.com,Canada,Outerwear,High,Yes,Affiliate,High,Competitor
Canada Goose,canadagoose.com,Canada,Outerwear,Luxury,Yes,Affiliate,High,Competitor
Moose Knuckles,mooseknucklescanada.com,Canada,Outerwear,High,Yes,Affiliate,Medium,Competitor
Nobis,nobis.com,Canada,Outerwear,High,Yes,Affiliate,Low,Competitor
Mackage,mackage.com,Canada,Outerwear,High,Yes,Affiliate,High,Competitor
Rudsak,rudsak.com,Canada,Outerwear,Mid-High,Yes,Affiliate,Medium,Competitor
Soia & Kyo,soiakyo.com,Canada,Outerwear,Mid-High,Yes,Affiliate,High,Competitor
Aritzia,aritzia.com,Canada,Contemporary,Mid-High,Yes,Affiliate,Critical,Competitor
TNA,aritzia.com/tna,Canada,Activewear,Mid,Yes,Affiliate,High,Competitor
Wilfred,aritzia.com/wilfred,Canada,Contemporary,Mid-High,Yes,Affiliate,High,Competitor
Babaton,aritzia.com/babaton,Canada,Contemporary,Mid-High,Yes,Affiliate,High,Competitor
Sunday Best,aritzia.com/sunday-best,Canada,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Oak + Fort,oakandfort.com,Canada,Contemporary,Mid,Yes,Affiliate,High,Competitor
Smythe,smythecollection.com,Canada,Contemporary,High,Yes,Affiliate,Medium,Competitor
Mejuri,mejuri.com,Canada,Jewelry,Mid,Yes,Affiliate,Critical,Competitor
Knix,knix.com,Canada,Intimates,Mid,Yes,Affiliate,High,Competitor
Frank And Oak,frankandoak.com,Canada,Contemporary,Mid,Yes,Affiliate,High,Competitor
KOTN,kotn.com,Canada,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Tentree,tentree.com,Canada,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
ABLE,livefashionable.com,US,Contemporary,Mid,Yes,Affiliate,High,Competitor
Nisolo,nisolo.com,US,Shoes,Mid-High,Yes,Affiliate,High,Competitor
Everlane,everlane.com,US,Contemporary,Mid,Yes,Affiliate,High,Competitor
Reformation,thereformation.com,US,Contemporary,Mid-High,Yes,Affiliate,Critical,Competitor
Christy Dawn,christydawn.com,US,Contemporary,High,Yes,Affiliate,Medium,Competitor
Whimsy + Row,whimsyandrow.com,US,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor
LACAUSA,lacausaclothing.com,US,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Thinking MU,thinkingmu.com,Spain,Contemporary,Mid,Yes,Affiliate,Low,Competitor
Organic Basics,organicbasics.com,Denmark,Basics,Mid,Yes,Affiliate,Medium,Competitor
Wearwell,wearwell.com,US,Marketplace,Mid-High,Limited,Manual,Low,Competitor
Pact,wearpact.com,US,Basics,Budget-Mid,Yes,Affiliate,Medium,Competitor
Alternative Apparel,alternativeapparel.com,US,Basics,Budget-Mid,Yes,Affiliate,Medium,Competitor
Threads 4 Thought,threads4thought.com,US,Contemporary,Mid,Yes,Affiliate,Low,Competitor
People Tree,peopletree.co.uk,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Thought,wearethought.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Beaumont Organic,beaumontorganic.com,UK,Contemporary,Mid-High,Yes,Affiliate,Low,Competitor
Birdsong,birdsong.london,UK,Contemporary,Mid,Limited,Manual,Low,Competitor
Ninety Percent,ninetypercent.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Rapanui,rapanuiclothing.com,UK,Basics,Mid,Yes,Affiliate,Low,Competitor
Outland Denim,outlanddenim.com,Australia,Denim,Mid-High,Yes,Affiliate,Medium,Competitor
Nobody Denim,nobodydenim.com,Australia,Denim,Mid-High,Yes,Affiliate,Medium,Competitor
Afends,afends.com,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Spell & The Gypsy Collective,spell.co,Australia,Contemporary,Mid-High,Yes,Affiliate,High,Competitor
Rowie The Label,rowie.com.au,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Nude Lucy,nudeluc y.com.au,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
The Fifth Label,thefifthlabel.com,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Finders Keepers,finderskeepersthelabel.com,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
C/MEO Collective,cmeocollective.com,Australia,Contemporary,Mid,Yes,Affiliate,High,Competitor
Keepsake,keepsake thelabel.com,Australia,Contemporary,Mid,Yes,Affiliate,High,Competitor
Maurie & Eve,maurieandeve.com,Australia,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor
Camilla and Marc,camillaandmarc.com,Australia,Designer,High,Yes,Affiliate,Medium,Competitor
Bec + Bridge,becandbridge.com.au,Australia,Designer,High,Yes,Affiliate,High,Competitor
Sir The Label,sirthelabel.com,Australia,Designer,High,Yes,Affiliate,High,Competitor
Significant Other,significantother.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor
Alice McCall,alicemccall.com,Australia,Designer,High,Yes,Affiliate,Medium,Competitor
Zimmermann,zimmermannwear.com,Australia,Designer,Luxury,Yes,Affiliate,High,Competitor
Dion Lee,dionlee.com,Australia,Designer,Luxury,Limited,Manual,Medium,Competitor
Aje,ajeworld.com.au,Australia,Designer,High,Yes,Affiliate,High,Competitor
Christopher Esber,christopheresber.com.au,Australia,Designer,High,Yes,Affiliate,High,Competitor
Acler,acler.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor
Manning Cartell,manningcartell.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor
By Johnny,byjohnny.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor
Lee Mathews,leemathews.com.au,Australia,Designer,High,Yes,Affiliate,Medium,Competitor
Anna Quan,annaquan.com,Australia,Designer,High,Yes,Affiliate,Medium,Competitor
Hansen & Gretel,hansenandgretel.com,Australia,Designer,High,Limited,Manual,Low,Competitor
Georgia Alice,georgiaalice.com,Australia,Designer,High,Limited,Manual,Low,Competitor
Kacey Devlin,kaceydevlin.com,Australia,Designer,Mid-High,Limited,Manual,Low,Competitor
Beare Park,bearepark.com,Australia,Designer,High,Limited,Manual,Low,Competitor
Paris Georgia,parisgeorgia.com,Australia,Designer,High,Limited,Manual,Low,Competitor
Third Form,thirdform.com.au,Australia,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor
Mara & Mine,maraandmine.com.au,Australia,Contemporary,Mid,Limited,Manual,Low,Competitor
Rowie,rowie.com.au,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Rue Stiic,ruestiic.com,Australia,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Dissh,dissh.com.au,Australia,Fast Fashion,Budget-Mid,Yes,Affiliate,Medium,Competitor
Stelly,stellyclothing.com,Australia,Fast Fashion,Budget-Mid,Yes,Affiliate,Low,Competitor
Runaway The Label,runawaythelabel.com,Australia,Fast Fashion,Mid,Yes,Affiliate,Medium,Competitor
Hello Molly,hellomolly.com,Australia,Fast Fashion,Budget-Mid,Yes,Affiliate,Medium,Competitor
Beginning Boutique,beginningboutique.com,Australia,Fast Fashion,Mid,Yes,Affiliate,Medium,Competitor
Sabo Skirt,saboskirt.com,Australia,Fast Fashion,Mid,Yes,Affiliate,Medium,Competitor
Tiger Mist,tigermist.com,Australia,Fast Fashion,Mid,Yes,Affiliate,Medium,Competitor
White Fox Boutique,whitefoxboutique.com,Australia,Fast Fashion,Mid,Yes,Affiliate,High,Competitor
Princess Polly,princesspolly.com,Australia,Fast Fashion,Mid,Yes,Affiliate,High,Competitor
Peppermayo,peppermayo.com,Australia,Fast Fashion,Mid,Yes,Affiliate,High,Competitor
Showpo,showpo.com,Australia,Fast Fashion,Mid,Yes,Affiliate,High,Competitor
Fashion Nova,fashionnova.com,US,Fast Fashion,Budget,Yes,Affiliate,High,Competitor
Pretty Little Thing,prettylittlething.com,UK,Fast Fashion,Budget,Yes,Affiliate,High,Competitor
Boohoo,boohoo.com,UK,Fast Fashion,Budget,Yes,Affiliate,High,Competitor
Missguided,missguided.com,UK,Fast Fashion,Budget,Yes,Affiliate,High,Competitor
Nasty Gal,nastygal.com,US,Fast Fashion,Mid,Yes,Affiliate,High,Competitor
Dolls Kill,dollskill.com,US,Fast Fashion,Mid,Yes,Affiliate,High,Competitor
UNIF,unifclothing.com,US,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor
Lazy Oaf,lazyoaf.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
The Ragged Priest,theraggedpriest.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Jaded London,jadedlondon.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
O-Mighty,o-mighty.com,US,Fast Fashion,Mid,Limited,Manual,Low,Competitor
Widow,widowbrand.com,US,Contemporary,Mid,Limited,Manual,Low,Competitor
Killstar,killstar.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Disturbia,disturbia.co.uk,UK,Contemporary,Mid,Yes,Affiliate,Low,Competitor
Iron Fist,ironfistclothing.com,UK,Contemporary,Mid,Yes,Affiliate,Low,Competitor
Blackcraft Cult,blackcraftcult.com,US,Contemporary,Mid,Yes,Affiliate,Low,Competitor
UNIF,unifclothing.com,US,Contemporary,Mid-High,Yes,Affiliate,Medium,Competitor
Lazy Oaf,lazyoaf.com,UK,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
Valfré,valfre.com,US,Contemporary,Mid,Yes,Affiliate,Medium,Competitor
The Cobra Snake,thecobrasnake.com,US,Contemporary,Mid,Limited,Manual,Low,Competitor
Local Heroes,local-heroes.com,Poland,Contemporary,Mid,Limited,Manual,Low,Competitor
