brand,category_focus,region,primary_retailers,marketplaces,priority_score,notes,retailers_with_public_api,retailers_need_alt_access,distribution_status,distribution_evidence_source,deprioritized_reason
Corso Como,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cortland Park,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cosabella,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Crevo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cult Gaia,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cynthia Rowley,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Cynthia Vincent,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Céline,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
DKNY,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
DL1961 Premium Denim,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
DVF,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Daniel Rainn,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dannie and Jo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Derek Lam,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Derek Lam 10 Crosby,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dessy,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dex,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Diane von Furstenberg,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Diba True,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Diesel,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dingo,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dion Lee,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Django & Juliette,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dodo Bar Or,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Doen,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dolan,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Dolce Vita Kids,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donald J. Pliner,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donald Pliner,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donna Karan,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donna Karan Collection,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donna Karan New York,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donna Morgan,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
Donna Ricco,"dresses,tops",US/Canada,Nordstrom;Bloomingdale's;Macy's,Amazon;Walmart;Target,65,"Verify distribution, variants, and marketplace presence",,Nordstrom;Bloomingdale's;Macy's,unverified,,
